AgBAL001	 Pop_0 	Agerm1_02 	170 	176
AgBMR036	 Pop_0 	Agerm1_14 	173 	159
AgBMR037	 Pop_0 	Agerm1_14 	159 	159
AgBMR038	 Pop_0 	Agerm1_14 	165 	173
AgBPA001	 Pop_0 	Agerm1_14 	161 	167
AgBPA002	 Pop_0 	Agerm1_14 	167 	171
AgBPA003	 Pop_0 	Agerm1_14 	167 	161
AgBPA004	 Pop_0 	Agerm1_14 	161 	169
AgBPA005	 Pop_0 	Agerm1_14 	167 	167
AgBPA006	 Pop_0 	Agerm1_14 	167 	167
AgBPA007	 Pop_0 	Agerm1_14 	161 	165
AgBPA008	 Pop_0 	Agerm1_14 	167 	167
AgBPA009	 Pop_0 	Agerm1_14 	161 	167
AgBPA010	 Pop_0 	Agerm1_14 	167 	167
AgBPA011	 Pop_0 	Agerm1_14 	167 	167
AgBPA012	 Pop_0 	Agerm1_14 	161 	167
AgBPA013	 Pop_0 	Agerm1_14 	167 	167
AgBPA014	 Pop_0 	Agerm1_14 	167 	167
AgBPA015	 Pop_0 	Agerm1_14 	167 	167
AgBPA016	 Pop_0 	Agerm1_14 	167 	167
AgBPA017	 Pop_0 	Agerm1_14 	167 	171
AgBPA018	 Pop_0 	Agerm1_14 	167 	167
AgBPA019	 Pop_0 	Agerm1_14 	167 	167
AgBPA020	 Pop_0 	Agerm1_14 	167 	167
AgBPA021	 Pop_0 	Agerm1_14 	165 	167
AgBPA022	 Pop_0 	Agerm1_14 	167 	167
AgBPA023	 Pop_0 	Agerm1_14 	167 	171
AgBPA024	 Pop_0 	Agerm1_14 	161 	167
AgBPA025	 Pop_0 	Agerm1_14 	167 	169
AgBPA026	 Pop_0 	Agerm1_14 	167 	167
AgBPA027	 Pop_0 	Agerm1_14 	167 	167
AgBPA028	 Pop_0 	Agerm1_14 	167 	167
AgBPB001	 Pop_0 	Agerm1_14 	167 	167
AgBPB002	 Pop_0 	Agerm1_14 	159 	161
AgBPB003	 Pop_0 	Agerm1_14 	159 	171
AgBPB004	 Pop_0 	Agerm1_14 	159 	171
AgBPB005	 Pop_0 	Agerm1_14 	161 	169
AgBPB006	 Pop_0 	Agerm1_14 	171 	171
AgBPB007	 Pop_0 	Agerm1_14 	0 	0
AgBPB008	 Pop_0 	Agerm1_14 	171 	173
AgBPB009	 Pop_0 	Agerm1_14 	159 	167
AgBPB010	 Pop_0 	Agerm1_14 	167 	173
AgBPB011	 Pop_0 	Agerm1_14 	167 	173
AgBPB012	 Pop_0 	Agerm1_14 	171 	173
AgBPB013	 Pop_0 	Agerm1_14 	167 	173
AgBPB014	 Pop_0 	Agerm1_14 	167 	173
AgBPB015	 Pop_0 	Agerm1_14 	173 	173
AgBPB016	 Pop_0 	Agerm1_14 	161 	173
AgBPB017	 Pop_0 	Agerm1_14 	165 	173
AgBPB018	 Pop_0 	Agerm1_14 	159 	161
AgBPB019	 Pop_0 	Agerm1_14 	161 	161
AgBPB020	 Pop_0 	Agerm1_14 	161 	167
AgBPB021	 Pop_0 	Agerm1_14 	165 	173
AgBPB022	 Pop_0 	Agerm1_14 	167 	169
AgBPB023	 Pop_0 	Agerm1_14 	173 	173
AgBPB024	 Pop_0 	Agerm1_14 	167 	167
AgBPB025	 Pop_0 	Agerm1_14 	161 	161
AgBPB026	 Pop_0 	Agerm1_14 	167 	167
AgBPB027	 Pop_0 	Agerm1_14 	165 	167
AgBTM001	 Pop_1 	Agerm1_14 	163 	163
AgBTM002	 Pop_1 	Agerm1_14 	163 	163
AgBTM003	 Pop_1 	Agerm1_14 	163 	163
AgBTM004	 Pop_1 	Agerm1_14 	163 	163
AgBTM005	 Pop_1 	Agerm1_14 	163 	163
AgBTM006	 Pop_1 	Agerm1_14 	163 	163
AgBTM007	 Pop_1 	Agerm1_14 	163 	163
AgBTM008	 Pop_1 	Agerm1_14 	163 	163
AgBTM009	 Pop_1 	Agerm1_14 	163 	163
AgBTM010	 Pop_1 	Agerm1_14 	163 	163
AgBTM011	 Pop_1 	Agerm1_14 	163 	163
AgBTM012	 Pop_1 	Agerm1_14 	163 	163
AgBTM013	 Pop_1 	Agerm1_14 	163 	163
AgBTM014	 Pop_1 	Agerm1_14 	163 	163
AgBTM015	 Pop_1 	Agerm1_14 	163 	163
AgBTM016	 Pop_1 	Agerm1_14 	163 	163
AgBTM017	 Pop_1 	Agerm1_14 	163 	163
AgBTM018	 Pop_1 	Agerm1_14 	163 	163
AgBTM019	 Pop_1 	Agerm1_14 	163 	163
AgBTM020	 Pop_1 	Agerm1_14 	163 	163
AgBTM021	 Pop_1 	Agerm1_14 	163 	163
AgBTM022	 Pop_1 	Agerm1_14 	163 	163
AgBTM023	 Pop_1 	Agerm1_14 	163 	163
AgBTM024	 Pop_1 	Agerm1_14 	163 	163
AgBTM025	 Pop_1 	Agerm1_14 	163 	163
AgBTM026	 Pop_1 	Agerm1_14 	163 	163
AgBTM027	 Pop_1 	Agerm1_14 	163 	163
AgBTM028	 Pop_1 	Agerm1_14 	163 	163
AgBTM029	 Pop_1 	Agerm1_14 	163 	163
AgBTM030	 Pop_1 	Agerm1_14 	163 	163
AgBTM031	 Pop_1 	Agerm1_14 	163 	163
AgBTM032	 Pop_1 	Agerm1_14 	163 	163
AgBPN001	 Pop_0 	Agerm1_14 	165 	167
AgBPN002	 Pop_0 	Agerm1_14 	165 	167
AgBPN003	 Pop_0 	Agerm1_14 	153 	165
AgBPN004	 Pop_0 	Agerm1_14 	165 	171
AgBPN005	 Pop_0 	Agerm1_14 	167 	167
AgBPN006	 Pop_0 	Agerm1_14 	165 	165
AgBPN007	 Pop_0 	Agerm1_14 	165 	165
AgBPN008	 Pop_0 	Agerm1_14 	163 	165
AgBPN009	 Pop_0 	Agerm1_14 	165 	167
AgBPN010	 Pop_0 	Agerm1_14 	163 	165
AgBPN011	 Pop_0 	Agerm1_14 	165 	167
AgBPN012	 Pop_0 	Agerm1_14 	165 	167
AgBPN013	 Pop_0 	Agerm1_14 	169 	171
AgBPN014	 Pop_0 	Agerm1_14 	165 	165
AgBPN015	 Pop_0 	Agerm1_14 	163 	165
AgBPN016	 Pop_0 	Agerm1_14 	165 	165
AgBPN017	 Pop_0 	Agerm1_14 	165 	165
AgBPN018	 Pop_0 	Agerm1_14 	163 	165
AgBPN019	 Pop_0 	Agerm1_14 	163 	165
AgBPN020	 Pop_0 	Agerm1_14 	163 	165
AgBPN021	 Pop_0 	Agerm1_14 	163 	163
AgBPN022	 Pop_0 	Agerm1_14 	165 	165
AgBPN023	 Pop_0 	Agerm1_14 	165 	165
AgBPN024	 Pop_0 	Agerm1_14 	163 	165
AgBPN025	 Pop_0 	Agerm1_14 	163 	165
AgBPN026	 Pop_0 	Agerm1_14 	163 	165
AgBPN027	 Pop_0 	Agerm1_14 	169 	171
AgBPN028	 Pop_0 	Agerm1_14 	163 	163
AgBPN029	 Pop_0 	Agerm1_14 	165 	167
AgBPR003	 Pop_0 	Agerm1_14 	163 	165
AgBPR004	 Pop_0 	Agerm1_14 	163 	163
AgBPR006	 Pop_0 	Agerm1_14 	163 	163
AgBPR008	 Pop_0 	Agerm1_14 	163 	165
AgBPR010	 Pop_0 	Agerm1_14 	149 	149
AgBAL001	 Pop_0 	Agerm1_15 	246 	244
AgBAL002	 Pop_0 	Agerm1_15 	246 	244
AgBAL003	 Pop_0 	Agerm1_15 	246 	244
AgBAL004	 Pop_0 	Agerm1_15 	246 	278
AgBAL005	 Pop_0 	Agerm1_15 	262 	262
AgBAL006	 Pop_0 	Agerm1_15 	260 	252
AgBAL007	 Pop_0 	Agerm1_15 	246 	244
AgBAL008	 Pop_0 	Agerm1_15 	244 	244
AgBAL010	 Pop_0 	Agerm1_15 	244 	276
AgBAL011	 Pop_0 	Agerm1_15 	244 	278
AgBAL012	 Pop_0 	Agerm1_15 	262 	262
AgBAL013	 Pop_0 	Agerm1_15 	258 	278
AgBAL014	 Pop_0 	Agerm1_15 	278 	292
AgBAL015	 Pop_0 	Agerm1_15 	262 	292
AgBAL016	 Pop_0 	Agerm1_15 	262 	274
AgBAL017	 Pop_0 	Agerm1_15 	270 	274
AgBAL018	 Pop_0 	Agerm1_15 	244 	258
AgBAL020	 Pop_0 	Agerm1_15 	246 	262
AgBAL021	 Pop_0 	Agerm1_15 	262 	262
AgBAL022	 Pop_0 	Agerm1_15 	0 	0
AgBAL023	 Pop_0 	Agerm1_15 	248 	296
AgBAL024	 Pop_0 	Agerm1_15 	246 	262
AgBAL025	 Pop_0 	Agerm1_15 	262 	274
AgBAL026	 Pop_0 	Agerm1_15 	248 	296
AgBAL027	 Pop_0 	Agerm1_15 	246 	250
AgBAL028	 Pop_0 	Agerm1_15 	246 	252
AgBAL029	 Pop_0 	Agerm1_15 	246 	296
AgBAL030	 Pop_0 	Agerm1_15 	0 	0
AgBAL032	 Pop_0 	Agerm1_15 	258 	278
AgBMR005	 Pop_0 	Agerm1_15 	244 	244
AgBMR006	 Pop_0 	Agerm1_15 	244 	296
AgBMR007	 Pop_0 	Agerm1_15 	252 	252
AgBMR009	 Pop_0 	Agerm1_15 	244 	254
AgBMR010	 Pop_0 	Agerm1_15 	244 	252
AgBMR011	 Pop_0 	Agerm1_15 	248 	252
AgBMR012	 Pop_0 	Agerm1_15 	244 	244
AgBMR013	 Pop_0 	Agerm1_15 	252 	252
AgBMR014	 Pop_0 	Agerm1_15 	244 	246
AgBMR016	 Pop_0 	Agerm1_15 	240 	248
AgBMR017	 Pop_0 	Agerm1_15 	252 	268
AgBMR018	 Pop_0 	Agerm1_15 	240 	294
AgBMR019	 Pop_0 	Agerm1_15 	242 	252
AgBMR020	 Pop_0 	Agerm1_15 	252 	252
AgBMR021	 Pop_0 	Agerm1_15 	242 	252
AgBMR022	 Pop_0 	Agerm1_15 	246 	274
AgBMR023	 Pop_0 	Agerm1_15 	246 	246
AgBMR024	 Pop_0 	Agerm1_15 	248 	254
AgBMR025	 Pop_0 	Agerm1_15 	244 	286
AgBMR026	 Pop_0 	Agerm1_15 	248 	296
AgBMR027	 Pop_0 	Agerm1_15 	248 	248
AgBMR029	 Pop_0 	Agerm1_15 	254 	278
AgBMR030	 Pop_0 	Agerm1_15 	244 	244
AgBMR031	 Pop_0 	Agerm1_15 	244 	254
AgBMR032	 Pop_0 	Agerm1_15 	246 	248
AgBMR033	 Pop_0 	Agerm1_15 	252 	254
AgBMR034	 Pop_0 	Agerm1_15 	252 	278
AgBMR035	 Pop_0 	Agerm1_15 	256 	258
AgBMR036	 Pop_0 	Agerm1_15 	248 	256
AgBMR037	 Pop_0 	Agerm1_15 	0 	0
AgBMR038	 Pop_0 	Agerm1_15 	244 	256
AgBPA001	 Pop_0 	Agerm1_15 	244 	268
AgBPA002	 Pop_0 	Agerm1_15 	242 	244
AgBPA003	 Pop_0 	Agerm1_15 	244 	286
AgBPA004	 Pop_0 	Agerm1_15 	242 	244
AgBPA005	 Pop_0 	Agerm1_15 	268 	278
AgBPA006	 Pop_0 	Agerm1_15 	244 	244
AgBPA007	 Pop_0 	Agerm1_15 	244 	244
AgBPA008	 Pop_0 	Agerm1_15 	244 	244
AgBPA009	 Pop_0 	Agerm1_15 	242 	244
AgBPA010	 Pop_0 	Agerm1_15 	242 	244
AgBPA011	 Pop_0 	Agerm1_15 	244 	250
AgBPA012	 Pop_0 	Agerm1_15 	244 	296
AgBPA013	 Pop_0 	Agerm1_15 	244 	278
AgBPA014	 Pop_0 	Agerm1_15 	244 	244
AgBPA015	 Pop_0 	Agerm1_15 	242 	244
AgBPA016	 Pop_0 	Agerm1_15 	244 	244
AgBPA017	 Pop_0 	Agerm1_15 	244 	246
AgBPA018	 Pop_0 	Agerm1_15 	244 	244
AgBPA019	 Pop_0 	Agerm1_15 	244 	286
AgBPA020	 Pop_0 	Agerm1_15 	244 	244
AgBPA021	 Pop_0 	Agerm1_15 	244 	244
AgBPA022	 Pop_0 	Agerm1_15 	242 	242
AgBPA023	 Pop_0 	Agerm1_15 	244 	246
AgBPA024	 Pop_0 	Agerm1_15 	244 	246
AgBPA025	 Pop_0 	Agerm1_15 	246 	284
AgBPA026	 Pop_0 	Agerm1_15 	242 	242
AgBPA027	 Pop_0 	Agerm1_15 	244 	286
AgBPA028	 Pop_0 	Agerm1_15 	244 	256
AgBPB001	 Pop_0 	Agerm1_15 	0 	0
AgBPB002	 Pop_0 	Agerm1_15 	286 	244
AgBPB003	 Pop_0 	Agerm1_15 	248 	244
AgBPB004	 Pop_0 	Agerm1_15 	0 	0
AgBPB005	 Pop_0 	Agerm1_15 	246 	280
AgBPB006	 Pop_0 	Agerm1_15 	244 	244
AgBPB007	 Pop_0 	Agerm1_15 	246 	248
AgBPB008	 Pop_0 	Agerm1_15 	268 	282
AgBPB009	 Pop_0 	Agerm1_15 	244 	284
AgBPB010	 Pop_0 	Agerm1_15 	244 	254
AgBPB011	 Pop_0 	Agerm1_15 	242 	248
AgBPB012	 Pop_0 	Agerm1_15 	254 	270
AgBPB013	 Pop_0 	Agerm1_15 	248 	272
AgBPB014	 Pop_0 	Agerm1_15 	284 	296
AgBPB015	 Pop_0 	Agerm1_15 	248 	282
AgBPB016	 Pop_0 	Agerm1_15 	248 	270
AgBPB017	 Pop_0 	Agerm1_15 	242 	244
AgBPB018	 Pop_0 	Agerm1_15 	244 	254
AgBPB019	 Pop_0 	Agerm1_15 	248 	284
AgBPB020	 Pop_0 	Agerm1_15 	0 	0
AgBPB021	 Pop_0 	Agerm1_15 	244 	268
AgBPB022	 Pop_0 	Agerm1_15 	248 	286
AgBPB023	 Pop_0 	Agerm1_15 	248 	284
AgBPB024	 Pop_0 	Agerm1_15 	244 	284
AgBPB025	 Pop_0 	Agerm1_15 	242 	244
AgBPB026	 Pop_0 	Agerm1_15 	244 	244
AgBPB027	 Pop_0 	Agerm1_15 	244 	244
AgBTM001	 Pop_1 	Agerm1_15 	284 	284
AgBTM002	 Pop_1 	Agerm1_15 	284 	284
AgBTM003	 Pop_1 	Agerm1_15 	284 	284
AgBTM004	 Pop_1 	Agerm1_15 	284 	284
AgBTM005	 Pop_1 	Agerm1_15 	284 	284
AgBTM006	 Pop_1 	Agerm1_15 	284 	284
AgBTM007	 Pop_1 	Agerm1_15 	284 	284
AgBTM008	 Pop_1 	Agerm1_15 	284 	284
AgBTM009	 Pop_1 	Agerm1_15 	284 	284
AgBTM010	 Pop_1 	Agerm1_15 	284 	284
AgBTM011	 Pop_1 	Agerm1_15 	284 	284
AgBTM012	 Pop_1 	Agerm1_15 	284 	284
AgBTM013	 Pop_1 	Agerm1_15 	284 	284
AgBTM014	 Pop_1 	Agerm1_15 	284 	284
AgBTM015	 Pop_1 	Agerm1_15 	284 	284
AgBTM016	 Pop_1 	Agerm1_15 	284 	284
AgBTM017	 Pop_1 	Agerm1_15 	284 	284
AgBTM018	 Pop_1 	Agerm1_15 	284 	284
AgBTM019	 Pop_1 	Agerm1_15 	284 	284
AgBTM020	 Pop_1 	Agerm1_15 	284 	284
AgBTM021	 Pop_1 	Agerm1_15 	284 	284
AgBTM022	 Pop_1 	Agerm1_15 	284 	284
AgBTM023	 Pop_1 	Agerm1_15 	284 	284
AgBTM024	 Pop_1 	Agerm1_15 	284 	284
AgBTM025	 Pop_1 	Agerm1_15 	284 	284
AgBTM026	 Pop_1 	Agerm1_15 	284 	284
AgBTM027	 Pop_1 	Agerm1_15 	282 	282
AgBTM028	 Pop_1 	Agerm1_15 	282 	282
AgBTM029	 Pop_1 	Agerm1_15 	282 	282
AgBTM030	 Pop_1 	Agerm1_15 	282 	282
AgBTM031	 Pop_1 	Agerm1_15 	282 	282
AgBTM032	 Pop_1 	Agerm1_15 	282 	282
AgBPN001	 Pop_0 	Agerm1_15 	282 	286
AgBPN002	 Pop_0 	Agerm1_15 	280 	280
AgBPN003	 Pop_0 	Agerm1_15 	270 	280
AgBPN004	 Pop_0 	Agerm1_15 	282 	290
AgBPN005	 Pop_0 	Agerm1_15 	0 	0
AgBPN006	 Pop_0 	Agerm1_15 	282 	282
AgBPN007	 Pop_0 	Agerm1_15 	0 	0
AgBPN008	 Pop_0 	Agerm1_15 	280 	284
AgBPN009	 Pop_0 	Agerm1_15 	280 	280
AgBPN010	 Pop_0 	Agerm1_15 	280 	282
AgBPN011	 Pop_0 	Agerm1_15 	282 	282
AgBPN012	 Pop_0 	Agerm1_15 	278 	282
AgBPN013	 Pop_0 	Agerm1_15 	280 	282
AgBPN014	 Pop_0 	Agerm1_15 	280 	292
AgBPN015	 Pop_0 	Agerm1_15 	282 	282
AgBPN016	 Pop_0 	Agerm1_15 	280 	280
AgBPN017	 Pop_0 	Agerm1_15 	284 	288
AgBPN018	 Pop_0 	Agerm1_15 	276 	280
AgBPN019	 Pop_0 	Agerm1_15 	282 	282
AgBPN020	 Pop_0 	Agerm1_15 	280 	284
AgBPN021	 Pop_0 	Agerm1_15 	0 	0
AgBPN022	 Pop_0 	Agerm1_15 	280 	284
AgBPN023	 Pop_0 	Agerm1_15 	284 	284
AgBPN024	 Pop_0 	Agerm1_15 	246 	280
AgBPN025	 Pop_0 	Agerm1_15 	282 	282
AgBPN026	 Pop_0 	Agerm1_15 	280 	284
AgBPN027	 Pop_0 	Agerm1_15 	282 	282
AgBPN028	 Pop_0 	Agerm1_15 	280 	290
AgBPN029	 Pop_0 	Agerm1_15 	282 	284
AgBPR003	 Pop_0 	Agerm1_15 	248 	282
AgBPR004	 Pop_0 	Agerm1_15 	270 	282
AgBPR006	 Pop_0 	Agerm1_15 	270 	282
AgBPR008	 Pop_0 	Agerm1_15 	270 	282
AgBPR010	 Pop_0 	Agerm1_15 	260 	260
AgBAL001	 Pop_0 	Agerm1_16 	178 	178
AgBAL002	 Pop_0 	Agerm1_16 	178 	174
AgBAL003	 Pop_0 	Agerm1_16 	178 	178
AgBAL004	 Pop_0 	Agerm1_16 	178 	178
AgBAL005	 Pop_0 	Agerm1_16 	178 	178
AgBAL006	 Pop_0 	Agerm1_16 	178 	174
AgBAL007	 Pop_0 	Agerm1_16 	178 	174
AgBAL008	 Pop_0 	Agerm1_16 	178 	174
AgBAL010	 Pop_0 	Agerm1_16 	174 	178
AgBAL011	 Pop_0 	Agerm1_16 	174 	178
AgBAL012	 Pop_0 	Agerm1_16 	178 	178
AgBAL013	 Pop_0 	Agerm1_16 	178 	178
AgBAL014	 Pop_0 	Agerm1_16 	178 	178
AgBAL015	 Pop_0 	Agerm1_16 	178 	174
AgBAL016	 Pop_0 	Agerm1_16 	178 	178
AgBAL017	 Pop_0 	Agerm1_16 	178 	178
AgBAL018	 Pop_0 	Agerm1_16 	178 	178
AgBAL020	 Pop_0 	Agerm1_16 	178 	178
AgBAL021	 Pop_0 	Agerm1_16 	174 	178
AgBAL022	 Pop_0 	Agerm1_16 	178 	178
AgBAL023	 Pop_0 	Agerm1_16 	178 	178
AgBAL024	 Pop_0 	Agerm1_16 	178 	178
AgBAL025	 Pop_0 	Agerm1_16 	178 	178
AgBAL026	 Pop_0 	Agerm1_16 	178 	178
AgBAL027	 Pop_0 	Agerm1_16 	178 	178
AgBAL028	 Pop_0 	Agerm1_16 	178 	174
AgBAL029	 Pop_0 	Agerm1_16 	174 	174
AgBAL030	 Pop_0 	Agerm1_16 	178 	176
AgBAL032	 Pop_0 	Agerm1_16 	178 	176
AgBMR005	 Pop_0 	Agerm1_16 	178 	178
AgBMR006	 Pop_0 	Agerm1_16 	178 	174
AgBMR007	 Pop_0 	Agerm1_16 	178 	178
AgBMR009	 Pop_0 	Agerm1_16 	174 	174
AgBMR010	 Pop_0 	Agerm1_16 	174 	178
AgBMR011	 Pop_0 	Agerm1_16 	0 	0
AgBMR012	 Pop_0 	Agerm1_16 	174 	174
AgBMR013	 Pop_0 	Agerm1_16 	174 	174
AgBMR014	 Pop_0 	Agerm1_16 	174 	178
AgBMR016	 Pop_0 	Agerm1_16 	174 	174
AgBMR017	 Pop_0 	Agerm1_16 	174 	174
AgBMR018	 Pop_0 	Agerm1_16 	178 	178
AgBMR019	 Pop_0 	Agerm1_16 	174 	174
AgBMR020	 Pop_0 	Agerm1_16 	174 	174
AgBMR021	 Pop_0 	Agerm1_16 	174 	174
AgBMR022	 Pop_0 	Agerm1_16 	174 	174
AgBMR023	 Pop_0 	Agerm1_16 	178 	178
AgBMR024	 Pop_0 	Agerm1_16 	178 	178
AgBMR025	 Pop_0 	Agerm1_16 	178 	178
AgBMR026	 Pop_0 	Agerm1_16 	178 	178
AgBMR027	 Pop_0 	Agerm1_16 	178 	178
AgBMR029	 Pop_0 	Agerm1_16 	178 	178
AgBMR030	 Pop_0 	Agerm1_16 	178 	178
AgBMR031	 Pop_0 	Agerm1_16 	178 	178
AgBMR032	 Pop_0 	Agerm1_16 	178 	178
AgBMR033	 Pop_0 	Agerm1_16 	178 	178
AgBMR034	 Pop_0 	Agerm1_16 	178 	178
AgBMR035	 Pop_0 	Agerm1_16 	174 	174
AgBMR036	 Pop_0 	Agerm1_16 	178 	178
AgBMR037	 Pop_0 	Agerm1_16 	178 	178
AgBMR038	 Pop_0 	Agerm1_16 	174 	178
AgBPA001	 Pop_0 	Agerm1_16 	174 	174
AgBPA002	 Pop_0 	Agerm1_16 	174 	178
AgBPA003	 Pop_0 	Agerm1_16 	174 	178
AgBPA004	 Pop_0 	Agerm1_16 	174 	174
AgBPA005	 Pop_0 	Agerm1_16 	174 	178
AgBPA006	 Pop_0 	Agerm1_16 	174 	174
AgBPA007	 Pop_0 	Agerm1_16 	174 	174
AgBPA008	 Pop_0 	Agerm1_16 	174 	174
AgBPA009	 Pop_0 	Agerm1_16 	178 	178
AgBPA010	 Pop_0 	Agerm1_16 	174 	174
AgBPA011	 Pop_0 	Agerm1_16 	174 	174
AgBPA012	 Pop_0 	Agerm1_16 	174 	174
AgBPA013	 Pop_0 	Agerm1_16 	174 	174
AgBPA014	 Pop_0 	Agerm1_16 	174 	174
AgBPA015	 Pop_0 	Agerm1_16 	174 	174
AgBPA016	 Pop_0 	Agerm1_16 	174 	174
AgBPA017	 Pop_0 	Agerm1_16 	174 	174
AgBPA018	 Pop_0 	Agerm1_16 	178 	178
AgBPA019	 Pop_0 	Agerm1_16 	178 	174
AgBPA020	 Pop_0 	Agerm1_16 	178 	174
AgBPA021	 Pop_0 	Agerm1_16 	178 	174
AgBPA022	 Pop_0 	Agerm1_16 	174 	174
AgBPA023	 Pop_0 	Agerm1_16 	174 	174
AgBPA024	 Pop_0 	Agerm1_16 	178 	174
AgBPA025	 Pop_0 	Agerm1_16 	178 	174
AgBPA026	 Pop_0 	Agerm1_16 	178 	174
AgBPA027	 Pop_0 	Agerm1_16 	178 	174
AgBPA028	 Pop_0 	Agerm1_16 	178 	174
AgBPB001	 Pop_0 	Agerm1_16 	178 	174
AgBPB002	 Pop_0 	Agerm1_16 	176 	178
AgBPB003	 Pop_0 	Agerm1_16 	178 	174
AgBPB004	 Pop_0 	Agerm1_16 	178 	178
AgBPB005	 Pop_0 	Agerm1_16 	178 	180
AgBPB006	 Pop_0 	Agerm1_16 	174 	178
AgBPB007	 Pop_0 	Agerm1_16 	174 	178
AgBPB008	 Pop_0 	Agerm1_16 	174 	178
AgBPB009	 Pop_0 	Agerm1_16 	178 	178
AgBPB010	 Pop_0 	Agerm1_16 	178 	178
AgBPB011	 Pop_0 	Agerm1_16 	178 	178
AgBPB012	 Pop_0 	Agerm1_16 	178 	178
AgBPB013	 Pop_0 	Agerm1_16 	178 	178
AgBPB014	 Pop_0 	Agerm1_16 	174 	178
AgBPB015	 Pop_0 	Agerm1_16 	178 	178
AgBPB016	 Pop_0 	Agerm1_16 	178 	178
AgBPB017	 Pop_0 	Agerm1_16 	178 	178
AgBPB018	 Pop_0 	Agerm1_16 	174 	178
AgBPB019	 Pop_0 	Agerm1_16 	178 	178
AgBPB020	 Pop_0 	Agerm1_16 	178 	178
AgBPB021	 Pop_0 	Agerm1_16 	178 	178
AgBPB022	 Pop_0 	Agerm1_16 	178 	178
AgBPB023	 Pop_0 	Agerm1_16 	178 	178
AgBPB024	 Pop_0 	Agerm1_16 	178 	178
AgBPB025	 Pop_0 	Agerm1_16 	178 	178
AgBPB026	 Pop_0 	Agerm1_16 	174 	174
AgBPB027	 Pop_0 	Agerm1_16 	178 	178
AgBTM001	 Pop_1 	Agerm1_16 	178 	178
AgBTM002	 Pop_1 	Agerm1_16 	178 	178
AgBTM003	 Pop_1 	Agerm1_16 	178 	178
AgBTM004	 Pop_1 	Agerm1_16 	178 	178
AgBTM005	 Pop_1 	Agerm1_16 	178 	178
AgBTM006	 Pop_1 	Agerm1_16 	178 	178
AgBTM007	 Pop_1 	Agerm1_16 	178 	178
AgBTM008	 Pop_1 	Agerm1_16 	178 	178
AgBTM009	 Pop_1 	Agerm1_16 	178 	178
AgBTM010	 Pop_1 	Agerm1_16 	178 	178
AgBTM011	 Pop_1 	Agerm1_16 	178 	178
AgBTM012	 Pop_1 	Agerm1_16 	178 	178
AgBTM013	 Pop_1 	Agerm1_16 	178 	178
AgBTM014	 Pop_1 	Agerm1_16 	178 	178
AgBTM015	 Pop_1 	Agerm1_16 	178 	178
AgBTM016	 Pop_1 	Agerm1_16 	178 	178
AgBTM017	 Pop_1 	Agerm1_16 	178 	178
AgBTM018	 Pop_1 	Agerm1_16 	178 	178
AgBTM019	 Pop_1 	Agerm1_16 	178 	178
AgBTM020	 Pop_1 	Agerm1_16 	178 	178
AgBTM021	 Pop_1 	Agerm1_16 	178 	178
AgBTM022	 Pop_1 	Agerm1_16 	178 	178
AgBTM023	 Pop_1 	Agerm1_16 	178 	178
AgBTM024	 Pop_1 	Agerm1_16 	178 	178
AgBTM025	 Pop_1 	Agerm1_16 	178 	178
AgBTM026	 Pop_1 	Agerm1_16 	178 	178
AgBTM027	 Pop_1 	Agerm1_16 	178 	178
AgBTM028	 Pop_1 	Agerm1_16 	178 	178
AgBTM029	 Pop_1 	Agerm1_16 	178 	178
AgBTM030	 Pop_1 	Agerm1_16 	178 	178
AgBTM031	 Pop_1 	Agerm1_16 	178 	178
AgBTM032	 Pop_1 	Agerm1_16 	178 	178
AgBPN001	 Pop_0 	Agerm1_16 	178 	178
AgBPN002	 Pop_0 	Agerm1_16 	178 	178
AgBPN003	 Pop_0 	Agerm1_16 	178 	178
AgBPN004	 Pop_0 	Agerm1_16 	178 	178
AgBPN005	 Pop_0 	Agerm1_16 	178 	178
AgBPN006	 Pop_0 	Agerm1_16 	178 	178
AgBPN007	 Pop_0 	Agerm1_16 	178 	178
AgBPN008	 Pop_0 	Agerm1_16 	178 	178
AgBPN009	 Pop_0 	Agerm1_16 	178 	178
AgBPN010	 Pop_0 	Agerm1_16 	178 	178
AgBPN011	 Pop_0 	Agerm1_16 	178 	178
AgBPN012	 Pop_0 	Agerm1_16 	178 	178
AgBPN013	 Pop_0 	Agerm1_16 	178 	178
AgBPN014	 Pop_0 	Agerm1_16 	178 	178
AgBPN015	 Pop_0 	Agerm1_16 	178 	178
AgBPN016	 Pop_0 	Agerm1_16 	178 	178
AgBPN017	 Pop_0 	Agerm1_16 	178 	178
AgBPN018	 Pop_0 	Agerm1_16 	178 	178
AgBPN019	 Pop_0 	Agerm1_16 	178 	178
AgBPN020	 Pop_0 	Agerm1_16 	178 	178
AgBPN021	 Pop_0 	Agerm1_16 	178 	178
AgBPN022	 Pop_0 	Agerm1_16 	178 	178
AgBPN023	 Pop_0 	Agerm1_16 	178 	178
AgBPN024	 Pop_0 	Agerm1_16 	178 	178
AgBPN025	 Pop_0 	Agerm1_16 	178 	178
AgBPN026	 Pop_0 	Agerm1_16 	178 	178
AgBPN027	 Pop_0 	Agerm1_16 	178 	178
AgBPN028	 Pop_0 	Agerm1_16 	178 	178
AgBPN029	 Pop_0 	Agerm1_16 	178 	178
